ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,50_50,bad_behaviour_card,ball_recovery_offensive,block_offensive,goalkeeper_shot_saved_off_target,shot_open_goal,shot_saved_off_target,goalkeeper_shot_saved_to_post,injury_stoppage_in_chain,pass_goal_assist,pass_straight,pass_no_touch,clearance_other,pass_miscommunication,shot_saved_to_post,block_deflection,dribble_no_touch,shot_redirect,block_save_block,shot_deflected,player_off_permanent,goalkeeper_success_in_play,shot_follows_dribble,goalkeeper_lost_out,half_start_late_video_start,goalkeeper_lost_in_play,goalkeeper_penalty_saved_to_post,goalkeeper_saved_to_post
,,,,,,,,,,,,,,2.659662,,,,,,,,,,,,,,,,c48f8254-02d2-417e-a577-bb82c6c89e0f,1769,,"[33.6, 61.8]",3754058,42,,,,,-1.4121411,,Right Foot,,,,"[40.0, 21.8]",Ground Pass,,40.508766,,,Charlie Daniels,3345.0,,True,,,Free Kick,1,From Free Kick,Dan Gosling,3343.0,Right Center Midfield,77,AFC Bournemouth,28,['33bbb4f5-90fe-4ec5-8159-6be9b9574496'],10,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:42:10.966,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.910142,,,,,,,,,,,,,,,,2e5012a2-6e63-448d-b980-0696efdca257,1772,,"[41.5, 10.2]",3754058,42,,,,,2.6502705,,Left Foot,,,,"[18.7, 22.4]",Ground Pass,,25.858847,,,Steve Cook,3341.0,,,,,,1,From Free Kick,Charlie Daniels,3345.0,Left Back,77,AFC Bournemouth,28,['4f5639ce-d57d-4546-91c9-e54c2e2d3c7c'],19,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:42:19.360,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.89566,,,,,,,,,,,,,,,,c807e8f3-b9f8-4ac3-aa1f-286eccbc8d4b,1775,,"[15.9, 22.8]",3754058,42,,,,,1.2524298,,Right Foot,,,,"[27.6, 58.3]",Ground Pass,,37.378338,,,Simon Francis,3608.0,,,,,,1,From Free Kick,Steve Cook,3341.0,Left Center Back,77,AFC Bournemouth,28,['6447cc37-8ef8-4b27-8061-6c1557b7ee0a'],22,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:42:22.269,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.913962,,,,,,,,,,,,,,,,d8880911-22d8-4779-a710-433bcbf21c28,1778,,"[31.5, 65.0]",3754058,42,,,,,-0.66596925,,Right Foot,,,,"[44.1, 55.1]",Ground Pass,,16.024044,,,Harry Arter,3304.0,,,,,,1,From Free Kick,Simon Francis,3608.0,Right Center Back,77,AFC Bournemouth,28,['aef99bce-7372-46cc-8fe7-b8872c99c32c'],25,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:42:25.306,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.207965,,,,,,,,,,,,,,,,bae33b99-61c6-4dbf-99af-87ae4013c9a6,1781,,"[45.2, 58.1]",3754058,42,,,,,1.7803192,,Left Foot,,,,"[41.5, 75.5]",Ground Pass,,17.789042,,,Simon Francis,3608.0,,,,,,1,From Free Kick,Harry Arter,3304.0,Left Center Midfield,77,AFC Bournemouth,28,['c5538e83-5624-4fe9-baef-35599378f61e'],28,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:42:28.824,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.045632,,,,,,,,,,,,,,,,0b8167b0-4e75-47ce-9f12-1caae36a8fcb,1784,,"[41.5, 75.5]",3754058,42,,,,,0.07286348,,Right Foot,,,,"[55.2, 76.5]",Ground Pass,,13.736448,,,Adam Smith,6409.0,,,,,,1,From Free Kick,Simon Francis,3608.0,Right Center Back,77,AFC Bournemouth,28,['a72fe61a-24e3-4d7c-a800-da6a791c2f6f'],31,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:42:31.072,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.051056,,,,,,,,,,,,,,,,75b8c26f-7bb6-4a26-8145-6b0e53f62c7e,1787,,"[55.2, 76.5]",3754058,42,,,,,-2.5029576,,Right Foot,,,,"[48.6, 71.6]",Ground Pass,,8.220098,,,Harry Arter,3304.0,,,,,,1,From Free Kick,Adam Smith,6409.0,Right Back,77,AFC Bournemouth,28,['893860b1-b712-443f-9b64-5d642dc6aed1'],33,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:42:33.927,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.608393,,,,,,,,,,,,,,,,0362a21e-25af-40b1-b0b6-259a3f2379b8,1790,,"[49.0, 69.5]",3754058,42,,,,,-2.6826344,,Right Foot,,,,"[14.8, 52.6]",Ground Pass,,38.14774,,,Artur Boruc,20074.0,,,,,,1,From Free Kick,Harry Arter,3304.0,Left Center Midfield,77,AFC Bournemouth,28,['08995407-3bc7-448b-8cbd-147f610c9e82'],35,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:42:35.984,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3.052747,,,,,,,,,,,,,,,,999009d6-846f-4573-9058-520b6d7a4394,1793,,"[16.1, 50.0]",3754058,42,,,,,-0.8570982,,Right Foot,,,,"[41.3, 20.9]",Ground Pass,,38.494804,,,Steve Cook,3341.0,,,,,,1,From Free Kick,Artur Boruc,20074.0,Goalkeeper,77,AFC Bournemouth,28,['c8e01d8c-9c87-46e3-b195-6891bd14fe02'],39,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:42:39.943,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.925522,,,,,,,,,,,,,,,,6dd44dac-8596-4372-a317-78676ae33aff,1796,,"[64.0, 17.5]",3754058,42,,,,,-0.39325765,,Right Foot,,,,"[105.7, 0.2]",Ground Pass,,45.146206,Out,,Charlie Daniels,3345.0,,,,,,1,From Free Kick,Steve Cook,3341.0,Left Center Back,77,AFC Bournemouth,28,['21014bc8-4899-4905-b7a9-654eab21dbc5'],46,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:42:46.272,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.701186,,,,,,,,,,,,,,,,c4304a11-fb06-4e94-ab7b-d832f238f6f8,1798,,"[20.4, 80.0]",3754058,43,,,,,-0.3142319,,,,,,"[48.4, 70.9]",High Pass,,29.441637,,,José Leonardo Ulloa,3671.0,,,,,Throw-in,1,From Throw In,Danny Simpson,3270.0,Right Back,78,Leicester City,22,['4b8494b8-7a20-4efe-a794-0b2cc67c79dc'],6,,,,,,,,,,,,,,,,,Leicester City,22,00:43:06.668,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.172725,,,,,,,,,,,,,,,,d21bc89a-896c-4a8b-bf06-044bda5152d4,1800,,"[48.4, 70.9]",3754058,43,,,,True,-0.0540015,,,,,,"[59.5, 70.3]",High Pass,,11.116204,Incomplete,,,,,,,,,1,From Throw In,José Leonardo Ulloa,3671.0,Right Center Forward,78,Leicester City,22,"['08921ddf-d20a-4e40-88ce-8c994b6c4c86', '5b62b706-276c-4ebc-b46d-013e24f74d8f']",8,,,,,,,,,,,,,,,,,Leicester City,22,00:43:08.369,Pass,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.202939,,,,,,,,,,,,,,,,08921ddf-d20a-4e40-88ce-8c994b6c4c86,1802,,"[60.6, 9.8]",3754058,43,,,,,2.929861,,Head,,,,"[49.9, 12.1]",Low Pass,,10.944405,,,Steve Cook,3341.0,,,,,Recovery,1,Regular Play,Charlie Daniels,3345.0,Left Back,79,AFC Bournemouth,28,"['6c4ce109-88cb-490f-a0f6-8dab10323a51', 'd21bc89a-896c-4a8b-bf06-044bda5152d4']",9,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:43:09.542,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.909215,,,,,,,,,,,,,,,,64277dd5-3edc-4390-b105-10e80d121246,1804,,"[49.9, 12.1]",3754058,43,,,,,0.44542047,,Left Foot,,,,"[80.9, 26.9]",High Pass,,34.35171,,,Joshua King,3346.0,,,,,,1,Regular Play,Steve Cook,3341.0,Left Center Back,79,AFC Bournemouth,28,['4ddc7751-adb8-4942-8e2a-9b25f891845c'],10,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:43:10.745,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.955559,,,,,,,,,,,,,,,,23e96791-de5e-402c-b6ca-e6423a8c94df,1808,,"[77.9, 23.7]",3754058,43,,,,,-1.1470048,,Right Foot,,,,"[83.9, 10.4]",Ground Pass,,14.590751,Incomplete,,Junior Stanislas,3463.0,,,,,,1,Regular Play,Joshua King,3346.0,Center Forward,79,AFC Bournemouth,28,"['1a1df4c0-927d-4239-ae83-1d4312bc1c33', 'eae5c32d-b232-4c78-a0bd-7ebdc14455b1']",14,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:43:14.199,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.04596,,,,,,,,,,,,,,,,eae5c32d-b232-4c78-a0bd-7ebdc14455b1,1810,,"[36.2, 69.7]",3754058,43,,,,,-0.046695005,,Right Foot,,,,"[46.9, 69.2]",Low Pass,,10.711676,,,Riyad Mahrez,3814.0,,,,,Recovery,1,Regular Play,Danny Simpson,3270.0,Right Back,79,AFC Bournemouth,28,"['2111901a-f6ab-42ef-945d-16a5958dd226', '23e96791-de5e-402c-b6ca-e6423a8c94df']",15,,,,,,,,,,,,,,,,,Leicester City,22,00:43:15.154,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.295299,,,,,,,,,,,,,,,,d74adafa-8d8d-4798-b605-2d715baccd13,1813,,"[46.9, 69.2]",3754058,43,,,,,-1.3641131,,Left Foot,,,,"[48.2, 63.0]",Ground Pass,,6.3348246,Incomplete,,N''Golo Kanté,3961.0,,,,,,1,Regular Play,Riyad Mahrez,3814.0,Right Midfield,79,AFC Bournemouth,28,"['22d42417-5ef1-444d-8858-389ad7ad9352', 'ffccb7f6-d0fc-4e7e-9d6c-27b726d19b81']",16,,,,,,,,,,,,,,,,,Leicester City,22,00:43:16.221,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.439158,,,,,,,,,,,,,,,,5d7e5364-83fc-4de3-98e7-60c71afb6589,1822,,"[28.7, 67.5]",3754058,43,,,,,-2.2700446,,Right Foot,,,,"[8.6, 43.6]",Ground Pass,,31.228512,,,Kasper Schmeichel,3815.0,,,,,,1,Regular Play,Danny Simpson,3270.0,Right Back,79,AFC Bournemouth,28,['c0642e50-1654-4695-9d74-76cb22b6fadb'],22,,,,,,,,,,,,,,,,,Leicester City,22,00:43:22.575,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3.19399,,,,,,,,,,,,,,,,2b74ab0e-d1a9-45ff-9547-782f3c496798,1825,,"[12.5, 35.4]",3754058,43,,,,,-0.44777593,,Right Foot,,,,"[76.0, 4.9]",High Pass,,70.445015,Incomplete,,Marc Albrighton,3307.0,,,,,,1,Regular Play,Kasper Schmeichel,3815.0,Goalkeeper,79,AFC Bournemouth,28,"['272414ce-5cbb-4820-acd5-83c66d48656b', '61f6a9a9-4efa-46cf-8fd2-579bde59e3f5']",28,,,,,,,,,,,,,,,,,Leicester City,22,00:43:28.071,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.709484,,,,,,,,,,,,,,,,61f6a9a9-4efa-46cf-8fd2-579bde59e3f5,1827,,"[44.1, 75.2]",3754058,43,,,,,-0.81835324,,Head,,,,"[52.9, 65.8]",Low Pass,,12.876335,,,Matt Ritchie,3049.0,,,,,Recovery,1,Regular Play,Adam Smith,6409.0,Right Back,79,AFC Bournemouth,28,"['2b74ab0e-d1a9-45ff-9547-782f3c496798', '2f8da6b2-8625-403e-8652-6fc3e20d4e58']",31,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:43:31.265,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7.182061,,,,,,,,,,,,,,,,ed459a21-9188-4395-95c4-b0fe440edbaa,1830,,"[45.8, 49.8]",3754058,43,,,,,0.43961066,,Left Foot,,,,"[108.1, 79.1]",High Pass,,68.84606,Incomplete,,,,,,,,,1,Regular Play,Matt Ritchie,3049.0,Right Midfield,79,AFC Bournemouth,28,['52dde91d-3d62-47a0-9655-941ed8ff95f2'],37,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:43:37.084,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.515378,,,,,,,,,,,,,,,,52dde91d-3d62-47a0-9655-941ed8ff95f2,1831,,"[12.0, 1.0]",3754058,43,,,,,0.12659213,,Left Foot,,,,"[28.5, 3.1]",Ground Pass,,16.633099,,,Christian Fuchs,3812.0,,,,,Recovery,1,Regular Play,Kasper Schmeichel,3815.0,Goalkeeper,80,Leicester City,22,"['4dc63d14-a210-4f62-a3b3-cdd744d6db8c', 'ed459a21-9188-4395-95c4-b0fe440edbaa']",44,,,,,,,,,,,,,,,,,Leicester City,22,00:43:44.266,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.618592,,,,,,,,,,,,,,,,1699c667-9b04-4cfb-a069-eeef9db3ed27,1834,,"[52.5, 8.7]",3754058,43,,,,,0.5548763,,Left Foot,,,,"[88.8, 31.2]",High Pass,,42.70761,,,José Leonardo Ulloa,3671.0,,,,,,1,Regular Play,Christian Fuchs,3812.0,Left Back,80,Leicester City,22,['ff47abce-114e-40d7-bcdb-edf3a6eeec06'],53,,,,,,,,,,,,,,,,,Leicester City,22,00:43:53.411,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.912889,,,,,,,,,,,,,,,,21205bb3-2e15-42ef-9dbf-3e441123baf1,1836,,"[88.8, 31.2]",3754058,43,,,,,-0.21557538,,Head,,,,"[102.5, 28.2]",High Pass,,14.024621,Incomplete,,Jamie Vardy,10960.0,,,,,,1,Regular Play,José Leonardo Ulloa,3671.0,Right Center Forward,80,Leicester City,22,"['1467628f-cca9-4178-aa22-09cfbb2c552a', '39bb760b-c20a-4396-aa42-de0ad42d1d05']",56,,,,,,,,,,,,,,,,,Leicester City,22,00:43:56.070,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.095307,,,,,,,,,,,,,,,,2177dfab-81a0-4ee3-8f0a-3940f7b588b3,1840,,"[86.0, 22.6]",3754058,44,,,,True,-2.5935688,,,,,,"[78.3, 17.9]",High Pass,,9.021087,,,Marc Albrighton,3307.0,,,,,Recovery,1,Regular Play,José Leonardo Ulloa,3671.0,Right Center Forward,80,Leicester City,22,"['373a9287-09c7-4cd2-bb41-7bdf170a723c', '7ab29cc0-9abd-4d21-8316-f0d07ea0558b']",0,,,,,,,,,,,,,,,,,Leicester City,22,00:44:00.531,Pass,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.149062,,,,,,,,,,,,,,,,4a496024-f229-4f62-8ff6-4e4751cd9dcd,1844,,"[78.1, 18.3]",3754058,44,,,,,0.83988965,,Right Foot,,,,"[83.3, 24.1]",High Pass,,7.7897367,,,N''Golo Kanté,3961.0,,,,,,1,Regular Play,Marc Albrighton,3307.0,Left Midfield,80,Leicester City,22,"['07d10141-d22a-4b5f-a74b-97b7ebc70efd', '7ede95a1-77f4-4f5b-8128-57b3907593a7']",1,,,,,,,,,,,,,,,,,Leicester City,22,00:44:01.794,Pass,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.020557,,,,,,,,,,,,,,,,b7b1a72e-67ce-43cf-93a5-26ad1aec2598,1851,,"[37.0, 47.9]",3754058,44,,,,True,-1.5094699,,,,,,"[37.7, 36.5]",Low Pass,,11.421471,,,Junior Stanislas,3463.0,,,,,,1,Regular Play,Dan Gosling,3343.0,Right Center Midfield,80,Leicester City,22,"['4df4495a-bcf8-4e5b-bdcd-1e2ef895acb2', '5700dd5c-240f-49fa-914b-9f78a4f91679']",5,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:44:05.780,Pass,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.345259,,,,,,,,,,,,,,,,306a19dc-60bc-4741-9d34-219c0823682e,1853,,"[37.7, 36.5]",3754058,44,,,,,0.17170289,,Right Foot,,,,"[55.0, 39.5]",Ground Pass,,17.55819,Incomplete,,Joshua King,3346.0,,,,,,1,Regular Play,Junior Stanislas,3463.0,Left Midfield,80,Leicester City,22,"['7b77ac10-3d20-421e-b748-98310bf0e0d0', 'afb8f887-50b2-4816-beef-a8f6dfd53d4d']",6,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:44:06.800,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.786828,,,,,,,,,,,,,,,,afb8f887-50b2-4816-beef-a8f6dfd53d4d,1855,,"[65.1, 40.6]",3754058,44,,,,,-0.7951066,,Right Foot,,,,"[70.2, 35.4]",Ground Pass,,7.283543,,,Danny Drinkwater,3662.0,,,,,Recovery,1,Regular Play,Wes Morgan,3813.0,Right Center Back,80,Leicester City,22,"['306a19dc-60bc-4741-9d34-219c0823682e', '8f1c1fdb-65d7-4e0e-b705-ad855066231b']",8,,,,,,,,,,,,,,,,,Leicester City,22,00:44:08.146,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.164551,,,,,,,,,,,,,,,,f902a660-e700-4cb6-88b9-fef2eab9a20f,1857,,"[70.2, 35.4]",3754058,44,,,,,-3.0172377,,Left Foot,,,,"[55.0, 33.5]",Ground Pass,,15.31829,,,Robert Huth,40123.0,,,,,,1,Regular Play,Danny Drinkwater,3662.0,Right Center Midfield,80,Leicester City,22,['5a53f4f6-74ac-41db-b77a-b3d2f0137543'],8,,,,,,,,,,,,,,,,,Leicester City,22,00:44:08.932,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.410755,,,,,,,,,,,,,,,,b0f61521-56f1-4939-9642-2000682a6362,1860,,"[55.0, 33.5]",3754058,44,,,,,-1.1288415,,Right Foot,,,,"[64.7, 13.0]",Ground Pass,,22.679066,,,Christian Fuchs,3812.0,,,,,,1,Regular Play,Robert Huth,40123.0,Left Center Back,80,Leicester City,22,['86e1df55-6f6a-4e70-aef5-67eb7f766f0e'],10,,,,,,,,,,,,,,,,,Leicester City,22,00:44:10.277,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4.059995,,,,,,,,,,,,,,,,21f3edeb-73cd-43ba-b1f2-39866925a827,1863,,"[65.1, 9.6]",3754058,44,,,,,0.17311311,,Left Foot,,,,"[120.0, 19.2]",Low Pass,,55.733025,Incomplete,,José Leonardo Ulloa,3671.0,,,,,,1,Regular Play,Christian Fuchs,3812.0,Left Back,80,Leicester City,22,"['e728b1d8-0913-4d16-ae47-bc1ec8900418', 'f6d5724c-c1e4-48db-bdd9-9bbc0b64c062']",12,,,,,,,,,,,,,,,,,Leicester City,22,00:44:12.979,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.006393,,,,,,,,,,,,,,,,9651b493-4e25-4438-a416-a1f9a5ea8f66,1866,,"[3.2, 49.0]",3754058,44,,True,,,-0.49440715,,Right Foot,,,,"[67.2, 14.5]",High Pass,,72.706604,,,Junior Stanislas,3463.0,,,,,,1,Regular Play,Artur Boruc,20074.0,Goalkeeper,80,Leicester City,22,['c3d2695f-88bf-40ae-8161-603cf5cc3892'],37,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:44:37.901,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4.796653,,,,,,,,,,,,,,,,f6549f02-0b63-4696-8c27-3e2ce2572716,1868,,"[67.6, 15.0]",3754058,44,,,,,0.5180294,,Right Foot,,,,"[106.2, 37.0]",Ground Pass,,44.429268,Incomplete,,Joshua King,3346.0,,,,,,1,Regular Play,Junior Stanislas,3463.0,Left Midfield,80,Leicester City,22,"['45cb597d-daa1-445a-97b5-36ac529874e3', 'e1d4ee4d-f458-4f46-836f-dd6f511cc688']",39,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:44:39.979,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.836163,,,,,,,,,,,,,,,,c5a08ff4-d6de-455d-bd92-c390aa10edcd,1872,,"[21.8, 33.0]",3754058,44,,,,,-0.56347364,,Right Foot,,,,"[69.6, 2.8]",High Pass,,56.54096,,,Christian Fuchs,3812.0,,,,,,1,Regular Play,Kasper Schmeichel,3815.0,Goalkeeper,80,Leicester City,22,['8744a7a7-2e8c-4468-95fa-282e0a024997'],54,,,,,,,,,,,,,,,,,Leicester City,22,00:44:54.695,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.27032,,,,,,,,,,,,,,,,e3dbc078-54f9-4ccd-84f2-ca688898ca89,1875,,"[86.2, 13.7]",3754058,45,,,,,0.8379812,,Left Foot,,,,"[98.8, 27.7]",Ground Pass,,18.835073,,,Riyad Mahrez,3814.0,,,,,,1,Regular Play,Christian Fuchs,3812.0,Left Back,80,Leicester City,22,['2f94ee1f-3ba9-4c93-989c-3faf141351a0'],2,,,,,,,,,,,,,,,,,Leicester City,22,00:45:02.019,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.598263,,,,,,,,,,,,,,,,523d3545-bde3-4c1e-82b8-3354e75498ce,1884,,"[37.0, 62.6]",3754058,45,,,,,3.1415927,,Left Foot,,,,"[33.0, 62.6]",Ground Pass,,4.0,,,Matt Ritchie,3049.0,,,,,,1,Regular Play,Harry Arter,3304.0,Left Center Midfield,81,AFC Bournemouth,28,"['78f4f8bd-7a0c-4c6e-8106-ea0e1628101b', '91eee100-68d1-4c8e-b4e0-02055496dd1f']",7,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:45:07.290,Pass,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.814803,,,,,,,,,,,,,,,,4a9b7840-e845-4c74-81d3-24009b748bbc,1886,,"[33.0, 62.6]",3754058,45,,,,,1.0059915,,Left Foot,,,,"[39.4, 72.7]",Ground Pass,,11.957006,,,Adam Smith,6409.0,,,,,,1,Regular Play,Matt Ritchie,3049.0,Right Midfield,81,AFC Bournemouth,28,['506db024-91b6-443b-8daf-6a891a9ce4ca'],7,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:45:07.888,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,e723f5ec-5f24-493e-b266-a50cc5245f3d,1899,,"[45.8, 58.6]",3754058,45,,True,,,0.9780989,,Right Foot,,,,"[55.7, 73.3]",Ground Pass,,17.722866,,,Harry Arter,3304.0,,,,,Free Kick,1,From Free Kick,Simon Francis,3608.0,Right Center Back,82,AFC Bournemouth,28,['58b4fd98-17b1-4805-b839-e8055e9adee2'],19,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:45:19.677,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.352373,,,,,,,,,,,,,,,,6f9de164-fe6d-4fa8-b61b-7e26f0ff073b,1901,,"[63.6, 68.8]",3754058,45,,,,,0.5880026,,Left Foot,,,,"[77.7, 78.2]",Ground Pass,,16.94609,,,Matt Ritchie,3049.0,,,,,,1,From Free Kick,Harry Arter,3304.0,Left Center Midfield,82,AFC Bournemouth,28,['b9ea16f5-551e-45f4-bfeb-a156b98b8426'],23,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:45:23.587,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4.295944,,,,,,,,,,,,,,,,7d6ed7c4-c12e-4c59-8c6e-f4a6732fb654,1904,,"[75.8, 75.7]",3754058,45,,,,,-1.5841883,,Left Foot,,,,"[74.9, 8.5]",High Pass,,67.206024,,,Charlie Daniels,3345.0,,True,,,,1,From Free Kick,Matt Ritchie,3049.0,Right Midfield,82,AFC Bournemouth,28,['f0cbb58f-6e95-4915-8897-08f9b67587df'],26,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:45:26.780,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.459707,,,,,,,,,,,,,,,,7e3c664c-01c4-4473-ac16-267399b6addd,1907,,"[86.0, 7.4]",3754058,45,,,,,1.5215404,,Left Foot,,,,"[86.7, 21.6]",Ground Pass,,14.217243,,,Junior Stanislas,3463.0,,,,,,1,From Free Kick,Charlie Daniels,3345.0,Left Back,82,AFC Bournemouth,28,['18806a4c-57ae-4707-8aee-d77d296ad920'],34,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:45:34.441,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.860158,,,,,,,,,,,,,,,,98894be7-8e63-45b6-8e62-b65507d8980c,1911,,"[82.4, 27.8]",3754058,45,,,,,2.4334812,,Right Foot,,,,"[66.4, 41.5]",Ground Pass,,21.06395,,,Simon Francis,3608.0,,,,,,1,From Free Kick,Junior Stanislas,3463.0,Left Midfield,82,AFC Bournemouth,28,"['52a15a1d-9f50-48c8-a0ce-aa07cc32e270', 'c7796929-8456-4078-b3c1-aa0ffbfe9863']",36,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:45:36.804,Pass,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
