ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,50_50,bad_behaviour_card,ball_recovery_offensive,block_offensive,goalkeeper_shot_saved_off_target,shot_open_goal,shot_saved_off_target,goalkeeper_shot_saved_to_post,injury_stoppage_in_chain,pass_goal_assist,pass_straight,pass_no_touch,clearance_other,pass_miscommunication,shot_saved_to_post,block_deflection,dribble_no_touch,shot_redirect,block_save_block,shot_deflected,player_off_permanent,goalkeeper_success_in_play,shot_follows_dribble,goalkeeper_lost_out,half_start_late_video_start,goalkeeper_lost_in_play,goalkeeper_penalty_saved_to_post,goalkeeper_saved_to_post
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,9153e9f4-f69c-4e04-8f64-505592e212cd,1,,,3754058,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3270, 'name': 'Danny Simpson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 40123, 'name': 'Robert Huth'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 26}, {'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 3671, 'name': 'José Leonardo Ulloa'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 23}, {'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Leicester City,22,00:00:00.000,Starting XI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,3fbcf4e7-94d1-485a-be85-fd26a6af0318,2,,,3754058,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6409, 'name': 'Adam Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 30}, {'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3304, 'name': 'Harry Arter'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3463, 'name': 'Junior Stanislas'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 3346, 'name': 'Joshua King'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",AFC Bournemouth,28,00:00:00.000,Starting XI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,06a9a4dc-d9c9-40f6-bd89-437ba7fe682d,3,,,3754058,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,['100362ee-9311-4187-bd8a-0201d9db2565'],0,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:00.000,Half Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,100362ee-9311-4187-bd8a-0201d9db2565,4,,,3754058,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,['06a9a4dc-d9c9-40f6-bd89-437ba7fe682d'],0,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.000,Half Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,3a645ce0-af88-4dfc-8f97-82d3770bc4ae,1927,,,3754058,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,82,AFC Bournemouth,28,['a8059850-8edc-4273-a102-1f6ad3ae782d'],0,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:00.000,Half Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,a8059850-8edc-4273-a102-1f6ad3ae782d,1928,,,3754058,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,82,AFC Bournemouth,28,['3a645ce0-af88-4dfc-8f97-82d3770bc4ae'],0,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.000,Half Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.308263,,,,,,,,,,,,,,,,2ca23eea-a984-47e4-8243-8f00880ad1c9,5,,"[61.0, 40.1]",3754058,0,,,,,1.7405746,,Right Foot,,,,"[60.4, 43.6]",Ground Pass,,3.5510561,,,Joshua King,3346.0,,,,,Kick Off,1,From Kick Off,Dan Gosling,3343.0,Right Center Midfield,2,AFC Bournemouth,28,['1f98c89e-2326-4200-8c12-a987fdbbaf2e'],1,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:01.753,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.933203,,,,,,,,,,,,,,,,0fee7719-7e69-49c5-be81-3f2b77da604e,8,,"[60.4, 43.6]",3754058,0,,,,,-2.9895494,,Right Foot,,,,"[48.0, 41.7]",Ground Pass,,12.54472,,,Andrew Surman,3344.0,,,,,,1,From Kick Off,Joshua King,3346.0,Center Forward,2,AFC Bournemouth,28,['8764f645-0544-426e-9bef-764dcf13f019'],2,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:02.077,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.454046,,,,,,,,,,,,,,,,6362aa69-892f-4d11-8644-21a680ea7c66,10,,"[48.0, 41.7]",3754058,0,,,,,1.8670467,,Left Foot,,,,"[37.5, 76.1]",Ground Pass,,35.96679,,,Adam Smith,6409.0,,,,,,1,From Kick Off,Andrew Surman,3344.0,Center Defensive Midfield,2,AFC Bournemouth,28,['4e43a985-9566-4762-868f-c992de243bd6'],3,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:03.010,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.795575,,,,,,,,,,,,,,,,56da36e4-8b0d-4596-ba46-1d944c3d3f04,13,,"[37.5, 74.6]",3754058,0,,,,,-2.120081,,Right Foot,,,,"[27.4, 58.1]",Ground Pass,,19.3458,,,Simon Francis,3608.0,,,,,,1,From Kick Off,Adam Smith,6409.0,Right Back,2,AFC Bournemouth,28,['a4eb31c9-6417-4a65-9f71-b3aeece1758e'],6,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:06.145,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.11189,,,,,,,,,,,,,,,,bcfea2e3-9736-4975-be28-ef2c9d693fa7,16,,"[27.4, 63.9]",3754058,0,,,,,1.0649203,,Right Foot,,,,"[35.1, 77.8]",Ground Pass,,15.890248,,,Adam Smith,6409.0,,,,,,1,From Kick Off,Simon Francis,3608.0,Right Center Back,2,AFC Bournemouth,28,['4b427f4b-296d-4967-a419-b6b480fe50e2'],9,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:09.350,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.199999,,,,,,,,,,,,,,,,080be99c-fea7-495b-8230-cbd0b34294ac,20,,"[30.4, 78.0]",3754058,0,,,,,-2.961097,,Left Foot,,,,"[16.7, 75.5]",Ground Pass,,13.926234,,,Simon Francis,3608.0,,,,,,1,From Kick Off,Adam Smith,6409.0,Right Back,2,AFC Bournemouth,28,['9936fb68-646b-4195-91ab-af802c81dd33'],12,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:12.746,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.225797,,,,,,,,,,,,,,,,697047ec-7e13-4f0c-bafc-0e22b565df58,23,,"[19.1, 69.7]",3754058,0,,,,,-1.5460489,,Right Foot,,,,"[20.1, 29.3]",Ground Pass,,40.412373,,,Steve Cook,3341.0,,True,,,,1,From Kick Off,Simon Francis,3608.0,Right Center Back,2,AFC Bournemouth,28,['293472ba-387b-4e1e-a856-591408af7bae'],15,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:15.022,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.486436,,,,,,,,,,,,,,,,26390025-6aef-4079-9315-4e8d03527bad,26,,"[26.4, 25.8]",3754058,0,,,,,-0.9403113,,Right Foot,,,,"[41.8, 4.7]",Ground Pass,,26.122213,,,Charlie Daniels,3345.0,,,,,,1,From Kick Off,Steve Cook,3341.0,Left Center Back,2,AFC Bournemouth,28,['cc3080c9-38d7-45c5-a109-700664b69e6d'],18,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:18.934,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.545878,,,,,,,,,,,,,,,,e183f3ce-8fb6-4465-bc53-b798fa2ab373,30,,"[38.1, 12.1]",3754058,0,,,,,2.8726306,,Left Foot,,,,"[22.5, 16.4]",Ground Pass,,16.18178,,,Steve Cook,3341.0,,,,,,1,From Kick Off,Charlie Daniels,3345.0,Left Back,2,AFC Bournemouth,28,['6037adf6-16f4-467b-b912-73c1a3ee368e'],22,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:22.504,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.716137,,,,,,,,,,,,,,,,6c23402a-a30d-4a2a-8c5b-0a128a99ed4f,33,,"[23.4, 27.8]",3754058,0,,,,,1.6921483,,Right Foot,,,,"[20.4, 52.4]",Ground Pass,,24.782251,,,Simon Francis,3608.0,,,,,,1,From Kick Off,Steve Cook,3341.0,Left Center Back,2,AFC Bournemouth,28,['ac153e79-a505-4e60-9587-11ff7173145a'],25,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:25.483,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.320259,,,,,,,,,,,,,,,,e1377bf0-682d-4875-abb8-3a7c740599b1,36,,"[36.0, 67.8]",3754058,0,,,,,-0.4040975,,Right Foot,,,,"[51.2, 61.3]",Ground Pass,,16.531485,,,Dan Gosling,3343.0,,,,,,1,From Kick Off,Simon Francis,3608.0,Right Center Back,2,AFC Bournemouth,28,['457a69d9-853b-4c13-95a6-57cc0727a3f4'],30,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:30.979,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.168763,,,,,,,,,,,,,,,,59bcc0d5-1188-4ebc-b417-bf72d6f897f4,39,,"[49.5, 59.0]",3754058,0,,,,,-2.3881664,,Left Foot,,,,"[25.3, 36.3]",Low Pass,,33.180264,,,Steve Cook,3341.0,,,,,,1,From Kick Off,Dan Gosling,3343.0,Right Center Midfield,2,AFC Bournemouth,28,['4f983059-b06a-435d-9c7f-dac8eb3e2e96'],33,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:33.694,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.319086,,,,,,,,,,,,,,,,c5a35c7c-dc31-473b-837f-a4de3f44610f,42,,"[37.7, 23.5]",3754058,0,,,,,-0.76412475,,Right Foot,,,,"[56.9, 5.1]",Ground Pass,,26.593233,,,Charlie Daniels,3345.0,,,,,,1,From Kick Off,Steve Cook,3341.0,Left Center Back,2,AFC Bournemouth,28,['f1d001d5-35da-4378-8cdd-363e458fa812'],39,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:39.804,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.336193,,,,,,,,,,,,,,,,a9f3e69c-7a54-4e2c-848b-79c65ce4afd9,46,,"[57.8, 3.8]",3754058,0,,,,,-0.38486364,,Left Foot,,,,"[65.7, 0.6]",Ground Pass,,8.523497,Out,,,,,,,,,1,From Kick Off,Charlie Daniels,3345.0,Left Back,2,AFC Bournemouth,28,['f8217065-c1c1-47b6-9ebd-a1bb426fe1bb'],41,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:41.859,Pass,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.86576,,,,,,,,,,,,,,,,db39a091-b875-4c98-aad9-85629d6eaad0,47,,"[55.7, 80.0]",3754058,0,,,,,-0.25267822,,,,,,"[80.1, 73.7]",High Pass,,25.2002,,,José Leonardo Ulloa,3671.0,,,,,Throw-in,1,From Throw In,Danny Simpson,3270.0,Right Back,3,Leicester City,22,['3d19f8cc-b375-45f1-9b0e-84b2fe39df28'],55,,,,,,,,,,,,,,,,,Leicester City,22,00:00:55.468,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.440415,,,,,,,,,,,,,,,,c39eca6d-94b1-454c-9f04-b293eee851fa,54,,"[40.0, 15.1]",3754058,0,,,,,0.4316073,,Left Foot,,,,"[71.7, 29.7]",High Pass,,34.900574,Incomplete,,Joshua King,3346.0,,,,,Recovery,1,From Throw In,Charlie Daniels,3345.0,Left Back,3,Leicester City,22,"['778569ca-53f8-42d1-a775-894f80f86d79', 'a10032fd-e11c-43b2-b9a9-623ddf711ac5']",59,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:59.705,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.171466,,,,,,,,,,,,,,,,778569ca-53f8-42d1-a775-894f80f86d79,57,,"[48.4, 50.4]",3754058,1,,,,True,1.3394377,,,,,,"[53.3, 71.2]",Low Pass,,21.369371,,,Danny Simpson,3270.0,,,,,Recovery,1,From Throw In,Robert Huth,40123.0,Left Center Back,3,Leicester City,22,"['20bc3ef9-50a8-4624-8018-5a8ebeb9ee75', '6f47fac9-322c-4c93-8b3a-8f487c93ef48', 'c39eca6d-94b1-454c-9f04-b293eee851fa']",2,,,,,,,,,,,,,,,,,Leicester City,22,00:01:02.145,Pass,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.92058,,,,,,,,,,,,,,,,c50eeb2c-0a79-4ce3-87f6-4662d7e1daeb,60,,"[53.1, 70.7]",3754058,1,,,,,-0.3753577,,Left Foot,,,,"[83.3, 58.8]",High Pass,,32.459976,Incomplete,,Jamie Vardy,10960.0,,,,,,1,From Throw In,Danny Simpson,3270.0,Right Back,3,Leicester City,22,"['216238bb-8333-4f48-bf02-970dfebe183f', 'ce226251-9b61-4b3e-9c86-9210e7fa3c61']",3,,,,,,,,,,,,,,,,,Leicester City,22,00:01:03.525,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.775306,,,,,,,,,,,,,,,,216238bb-8333-4f48-bf02-970dfebe183f,63,,"[36.8, 21.3]",3754058,1,,,,True,1.2062703,,,,,,"[42.6, 36.5]",High Pass,,16.26899,,,Dan Gosling,3343.0,,,,,Recovery,1,Regular Play,Steve Cook,3341.0,Left Center Back,4,AFC Bournemouth,28,"['8a212e0f-0eb3-45bc-bfc5-9ec931d68cc6', 'b1506f6b-962b-445b-a6c6-e187d6d150d6', 'c50eeb2c-0a79-4ce3-87f6-4662d7e1daeb']",5,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:05.446,Pass,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.372474,,,,,,,,,,,,,,,,38c90cfa-43c7-4052-9181-5eb861398b30,65,,"[43.9, 36.5]",3754058,1,,,,,-3.0457335,,Head,,,,"[28.3, 35.0]",Low Pass,,15.671949,,,Simon Francis,3608.0,,,,,,1,Regular Play,Dan Gosling,3343.0,Right Center Midfield,4,AFC Bournemouth,28,['f17ea25c-18fe-435d-bda0-e9219b406345'],8,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:08.273,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.32916,,,,,,,,,,,,,,,,f4a1e46d-a64e-4fb7-9c1b-93f965a04a6a,68,,"[28.1, 35.0]",3754058,1,,,,,0.77933764,,Head,,,,"[36.4, 43.2]",Low Pass,,11.667476,,,Dan Gosling,3343.0,,,,,,1,Regular Play,Simon Francis,3608.0,Right Center Back,4,AFC Bournemouth,28,"['01fd7769-ec33-40a9-8146-61540177fd0e', '4181bfb3-7aeb-4c90-b601-301ae5c9c257']",9,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:09.646,Pass,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.208352,,,,,,,,,,,,,,,,4cdc38f3-ab0d-4e70-8c83-127ff01ed0f1,72,,"[35.1, 41.9]",3754058,1,,,,,2.3068519,,Right Foot,,,,"[27.4, 50.4]",Ground Pass,,11.469089,,,Simon Francis,3608.0,,,,,,1,Regular Play,Dan Gosling,3343.0,Right Center Midfield,4,AFC Bournemouth,28,"['f2258b83-3187-44cf-b56e-0b0f0d2a8f5f', 'fc5ac6fa-f9ab-4591-8e00-39677be5559c']",12,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:12.957,Pass,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.088147,,,,,,,,,,,,,,,,1b77dbe7-f837-44f2-9642-83bbdc846c17,75,,"[27.0, 51.3]",3754058,1,,,,,1.3272442,,Right Foot,,,,"[31.1, 67.8]",Ground Pass,,17.001764,,,Adam Smith,6409.0,,,,,,1,Regular Play,Simon Francis,3608.0,Right Center Back,4,AFC Bournemouth,28,['29eaebde-07b2-4ab7-8661-4c76f1be7c2f'],14,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:14.205,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.979513,,,,,,,,,,,,,,,,db4d4bfe-1001-40db-adad-623241e30a06,78,,"[37.9, 75.7]",3754058,1,,,,,-1.0573972,,Right Foot,,,,"[43.2, 66.3]",Ground Pass,,10.7912,,,Andrew Surman,3344.0,,,,,,1,Regular Play,Adam Smith,6409.0,Right Back,4,AFC Bournemouth,28,['062c605e-533e-43a2-a22a-d745bb93eeed'],19,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:19.107,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.811748,,,,,,,,,,,,,,,,c68c4f51-aa52-420e-98e0-1372a2682ed9,81,,"[43.0, 66.5]",3754058,1,,,,,-0.32625502,,Left Foot,,,,"[56.3, 62.0]",Ground Pass,,14.040655,,,Dan Gosling,3343.0,,,,,,1,Regular Play,Andrew Surman,3344.0,Center Defensive Midfield,4,AFC Bournemouth,28,['54501691-6273-4adf-886d-9530ea70b196'],20,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:20.931,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.339278,,,,,,,,,,,,,,,,e0cf3469-971b-4054-9d87-499dba90bfe9,85,,"[55.2, 63.3]",3754058,1,,,,,1.2975067,,Right Foot,,,,"[58.9, 76.5]",Ground Pass,,13.708756,,,Matt Ritchie,3049.0,,,,,,1,Regular Play,Dan Gosling,3343.0,Right Center Midfield,4,AFC Bournemouth,28,['114a799e-2e0a-46b7-a4cc-902ba175098d'],23,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:23.767,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.405211,,,,,,,,,,,,,,,,a0142021-3745-491a-b410-891c7004e532,87,,"[58.9, 76.5]",3754058,1,,,,,-0.9768236,,Left Foot,,,,"[74.5, 53.4]",Ground Pass,,27.874182,,,Harry Arter,3304.0,,,,,,1,Regular Play,Matt Ritchie,3049.0,Right Midfield,4,AFC Bournemouth,28,['ac3a3b8a-460e-4a96-8798-3fdeff2575a1'],25,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:25.106,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.133671,,,,,,,,,,,,,,,,45ddfb48-fdda-40c3-990d-fb9ef6e8fee9,90,,"[93.5, 39.3]",3754058,1,,,,,-0.75360674,72596ffe-393e-4a75-82c6-5fb82ae36d4d,Left Foot,,,,"[108.1, 25.6]",Ground Pass,,20.021238,,,Junior Stanislas,3463.0,True,,,,,1,Regular Play,Harry Arter,3304.0,Left Center Midfield,4,AFC Bournemouth,28,['a4048180-c1b9-4f93-bf53-12043d93c9d2'],30,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:30.351,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.799665,,,,,,,,,,,,,,,,8bb9eb70-d1c5-4051-a422-5319367a7110,102,,"[69.8, 30.8]",3754058,1,,,,,-2.9881687,,Left Foot,,,,"[60.1, 29.3]",Ground Pass,,9.815294,,,Andrew Surman,3344.0,,,,,,1,Regular Play,Dan Gosling,3343.0,Right Center Midfield,4,AFC Bournemouth,28,['86ed6a23-f6b6-454f-a7a5-7e7cb1225832'],40,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:40.003,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.72861,,,,,,,,,,,,,,,,9e142c5a-616b-4517-8e68-9f1d442cca92,105,,"[60.1, 29.3]",3754058,1,,,,,0.8176451,,Right Foot,,,,"[66.1, 35.7]",Ground Pass,,8.772685,,,Matt Ritchie,3049.0,,,,,,1,Regular Play,Andrew Surman,3344.0,Center Defensive Midfield,4,AFC Bournemouth,28,['4913ee31-85b4-4a55-a763-72b6294eb75d'],40,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:40.848,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.696887,,,,,,,,,,,,,,,,eec1f4ca-d0ca-4440-a868-a892b76406f2,107,,"[66.1, 35.7]",3754058,1,,,,,-3.0158231,,Right Foot,,,,"[57.4, 34.6]",Ground Pass,,8.769264,,,Andrew Surman,3344.0,,,,,,1,Regular Play,Matt Ritchie,3049.0,Right Midfield,4,AFC Bournemouth,28,['5a38b5db-1c32-4e7a-8aa4-0a100eee7765'],41,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:41.576,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.637712,,,,,,,,,,,,,,,,4c888fe1-e1dc-471c-b896-395173a48d74,110,,"[56.1, 32.3]",3754058,1,,,,,-1.003762,,Left Foot,,,,"[69.6, 11.1]",Ground Pass,,25.133444,,,Charlie Daniels,3345.0,,,,,,1,Regular Play,Andrew Surman,3344.0,Center Defensive Midfield,4,AFC Bournemouth,28,['41f2be37-56d0-4f05-a92c-5c23fc4d077e'],43,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:43.544,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.403977,,,,,,,,,,,,,,,,c54b8fa7-f539-42d1-9882-e7123f08dbaa,117,,"[82.4, 33.3]",3754058,1,,,,,-1.6345396,,Other,,,,"[81.8, 23.9]",Low Pass,,9.419129,,,Harry Arter,3304.0,,,,,Recovery,1,Regular Play,Dan Gosling,3343.0,Right Center Midfield,4,AFC Bournemouth,28,['ae2ecceb-0efe-4942-9d0c-950e739f3fb3'],50,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:50.569,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.199999,,,,,,,,,,,,,,,,ad2f6a9c-7002-479c-adaa-d7b35bfa1a91,123,,"[70.8, 0.1]",3754058,2,,True,,,2.704178,,,,,,"[56.9, 6.6]",Low Pass,,15.344706,,,Andrew Surman,3344.0,,,,,Throw-in,1,From Throw In,Charlie Daniels,3345.0,Left Back,5,AFC Bournemouth,28,['e40b48f4-df3d-400f-b14e-092a3d1e6dd5'],7,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:07.117,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
